REGIONE,COMUNE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA
LAZIO,SEZZE,LATINA,LTIC82700R,IC PACIFICI SEZZE -BASSIANO,LTAA82701N,PIAGGE MARINE 12,VIA PIAGGE MARINE N 12,04018,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GF005,IC VIA DEL CALICE,RMEE8GF028,VIA DEL CALICE,VIA DEL CALICE 34,00178,SCUOLA PRIMARIA
LAZIO,CEPRANO,FROSINONE,FRIC83100R,I. C. CEPRANO,FRAA83105T,"CEPRANO ""IRMA LOMBARDI""",VIA CORNETE,03024,SCUOLA INFANZIA
LAZIO,CISTERNA DI LATINA,LATINA,LTIC80000R,"ISTITUTO COMPRENSIVO""L.CAETANI""",LTAA80001N,ALESSANDRO MARCUCCI,VIA VITTIME DEL TERRORISMO,04012,SCUOLA INFANZIA
LAZIO,CAPODIMONTE,VITERBO,VTIC80100T,"I.C. "" PAOLO RUFFINI""",VTEE801054,SC. PRIMARIA UMBERTO PANNUCCI,VIA DEL PRATINO S.N.C.,01010,SCUOLA PRIMARIA
LAZIO,COLLEFERRO,ROMA,RMIC8DG005,IC ALFREDO VINCIGUERRA,RMAA8DG023,"""GIOVANNI PAOLO II""",VIA GIUSTI,00034,SCUOLA INFANZIA
LAZIO,RIETI,RIETI,RIIC82100A,GIOVANNI PASCOLI,RIIC82100A,GIOVANNI PASCOLI,VIA P. PILERI N. 9,02100,ISTITUTO COMPRENSIVO
LAZIO,PONZANO ROMANO,ROMA,RMIC870006,I.C. PIERO ANGELA,RMAA870057,PONZANO ROMANO - CARLO STORANI,VIA GABRIELE D'ANNUNZIO 2,00060,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMPC21000P,PLAUTO,RMPC21000P,PLAUTO,VIA A. RENZINI 70,00128,LICEO CLASSICO
LAZIO,STIMIGLIANO,RIETI,RIIC80800X,FORUM NOVUM - TORRI IN SABINA,RIMM808022,STIMIGLIANO,VIA NEGHELLI SNC,02048,SCUOLA PRIMO GRADO
LAZIO,ACQUAPENDENTE,VITERBO,VTIC818007,I.C. ACQUAPENDENTE,VTAA818014,SCUOLA INFANZIA ACQUAPENDENTE,VIA G.B. CASTI SNC,01021,SCUOLA INFANZIA
LAZIO,CAPENA,ROMA,RMIC868006,CAPENA,RMAA868013,CAPENA - SCORANELLO,PIAZZA DEL TEMPO - VIA DEI PIOPPI SNC,00060,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8E600X,IC ANTONIO MONTINARO,RMIC8E600X,IC ANTONIO MONTINARO,VIA EMILIO MACRO 25/31,00169,ISTITUTO COMPRENSIVO
LAZIO,ROMA,ROMA,RMIC8CS00B,IC EMMA CASTELNUOVO,RMEE8CS01D,MARTELLI,VIA MEDAIL 31,00132,SCUOLA PRIMARIA
LAZIO,SAN CESAREO,ROMA,RMIC8AE00N,SAN CESAREO - VIALE DEI CEDRI,RMAA8AE01E,SAN CESAREO,VIA DEI CEDRI,00030,SCUOLA INFANZIA
LAZIO,CIVITAVECCHIA,ROMA,RMIS13200C,STENDHAL CALAMATTA,RMRI132014,CALAMATTA,VIA A.DA SANGALLO3,00053,IST PROF INDUSTRIA E ARTIGIANATO
LAZIO,SEZZE,LATINA,LTIC82700R,IC PACIFICI SEZZE -BASSIANO,LTAA82705T,F.CALVOSA - FORESTA,VIA ROCCAGORGA,04018,SCUOLA INFANZIA
LAZIO,POMEZIA,ROMA,RMIS071006,IS VIA COPERNICO POMEZIA,RMTF07101P,N. COPERNICO,VIA COPERNICO 3,00071,ISTITUTO TECNICO INDUSTRIALE
LAZIO,CIAMPINO,ROMA,RMIC8A000E,LEONARDO DA VINCI,RMAA8A006L,CIAMPINO II - VIA BOLOGNA,VIA BOLOGNA 19/A3,00043,SCUOLA INFANZIA
LAZIO,MONTEROTONDO,ROMA,RMIC88700G,LOREDANA CAMPANARI,RMMM88701L,CARDINAL PIAZZA,VIA MONTE POLLINO 45,00015,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC863003,IC VIA BACCANO,RMEE863015,GIUSTI,VIA BACCANO 10,00188,SCUOLA PRIMARIA
LAZIO,GAVIGNANO,ROMA,RMIC8DG005,IC ALFREDO VINCIGUERRA,RMMM8DG027,GAVIGNANO,VIA ROMA 1,00030,SCUOLA PRIMO GRADO
LAZIO,APRILIA,LATINA,LTIC83100C,I.C. ZONA LEDA APRILIA,LTIC83100C,I.C. ZONA LEDA APRILIA,VIA CARANO 4 D/E,04011,ISTITUTO COMPRENSIVO
LAZIO,CISTERNA DI LATINA,LATINA,LTIC839003,I.C. PLINIO IL VECCHIO,LTIC839003,I.C. PLINIO IL VECCHIO,VIA PRIMO MAGGIO,04012,ISTITUTO COMPRENSIVO
LAZIO,CASSINO,FROSINONE,FRPM070002,"""VARRONE"" CASSINO",FRPM070002,"""VARRONE"" CASSINO",VIALE EUROPA 28,03043,ISTITUTO MAGISTRALE
LAZIO,TERRACINA,LATINA,LTIS02800R,I.I.S. BIANCHINI - FILOSI,LTTD028013,ARTURO BIANCHINI,VIA PANTANELLE SNC,04019,ISTITUTO TECNICO COMMERCIALE
LAZIO,ROCCA PRIORA,ROMA,RMIC8AP00T,D. CAMBELLOTTI - SEDE CENTRALE,RMEE8AP01X,D. CAMBELLOTTI - PRIMARIA C.U.,VIA SAARLOUIS 3 - 5,00040,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8EB00L,I.C. SINOPOLI-FERRINI,RMEE8EB01P,FERRINI,VIA DI VILLA GHIGI 22,00199,SCUOLA PRIMARIA
LAZIO,VILLA SANTA LUCIA,FROSINONE,FRIC82500D,I.C. PIEDIMONTE SAN GERMANO,FRAA82503C,VILLA S.LUCIA-CAPOLUOGO,VIA DANTE ALIGHIERI 12,03030,SCUOLA INFANZIA
LAZIO,MONTEROSI,VITERBO,VTIC81100C,I.C. ALDO MORO SUTRI,VTEE81102G,MONTEROSI,VIA CADUTI DI TUTTE LE GUERRE N. 1,01030,SCUOLA PRIMARIA
LAZIO,FROSINONE,FROSINONE,FRIC84700A,I.C. 2^ FROSINONE,FRAA847039,PINOCCHIO - EX L. RADICE,VIA P. MASCAGNI 8,03100,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMMM67300X,CPIA 4,RMMM67300X,CPIA 4,VIA PALESTRO N. 38,00185,SCUOLA PRIMO GRADO
LAZIO,ANZIO,ROMA,RMIC8C600P,IC ANZIO V,RMMM8C601Q,VIRGILIO ANZIO LAVINIO,VIA GOLDONI 12,00040,SCUOLA PRIMO GRADO
LAZIO,MONTE ROMANO,VITERBO,VTIC83600R,I.C. PIAZZA MARCONI VETRALLA,VTAA83605T,INFANZIA DI MONTE ROMANO,VIA GIOVANNI XXIII,01010,SCUOLA INFANZIA
LAZIO,FROSINONE,FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,FRAA86005T,FROSINONE S.MAGNO,VIA FONTE CORINA20,03100,SCUOLA INFANZIA
LAZIO,GENZANO DI ROMA,ROMA,RMIC8BA001,GIUSEPPE GARIBALDI,RMMM8BA012,GIUSEPPE GARIBALDI -,VIA DE AMICIS 12,00045,SCUOLA PRIMO GRADO
LAZIO,AUSONIA,FROSINONE,FRIC80300L,I.C. ESPERIA,FRMM80302P,"S.M. ""CALENZIO"" AUSONIA",C.DA MARTINI,03040,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8GV009,I.C. VIA S.C.DONATI,RMIC8GV009,I.C. VIA S.C.DONATI,VIA S.C.DONATI 110,00167,ISTITUTO COMPRENSIVO
LAZIO,VELLETRI,ROMA,RMIC8F9002,I.C. VELLETRI CENTRO,RMAA8F902X,MARANDOLA,PIAZZA IGNAZIO GALLI,00049,SCUOLA INFANZIA
LAZIO,FARA IN SABINA,RIETI,RIIS001009,"I.I.S. ""STATISTA ALDO MORO""",RITF00102V,ISTITUTO TECNICO SETTORE TECNOLOGICO,LOCALITA' COLLE DELLA FELCE 30,02032,ISTITUTO TECNICO INDUSTRIALE
LAZIO,ARDEA,ROMA,RMIC8DA006,IC ARDEA II,RMMM8DA017,SMS VIA CAMPO DI CARNE SNC,VIA CAMPO DI CARNE SNC,00040,SCUOLA PRIMO GRADO
LAZIO,AFFILE,ROMA,RMIC8DZ00R,IC SUBIACO,RMEE8DZ086,AFFILE,VIA DELLA TORA 2,00021,SCUOLA PRIMARIA
LAZIO,VALLEROTONDA,FROSINONE,FRIC857001,I.C. SANT'ELIA FIUMERAPIDO,FREE857057,VALLEROTONDA VALVORI - PRIMARIA,VIA CIRCUMVALLAZIONE,03040,SCUOLA PRIMARIA
LAZIO,SUTRI,VITERBO,VTIC81100C,I.C. ALDO MORO SUTRI,VTIC81100C,I.C. ALDO MORO SUTRI,VIA MARTIRI DI VIA FANI18,01015,ISTITUTO COMPRENSIVO
LAZIO,GAETA,LATINA,LTIC803008,ISTITUTO COMPRENSIVO CARDUCCI,LTAA803026,SCUOLA DELL'INFANZIA VIRGILIO,PIAZZA DON LUIGI DI LIEGRO N. 13,04024,SCUOLA INFANZIA
LAZIO,ISCHIA DI CASTRO,VITERBO,VTIC80100T,"I.C. "" PAOLO RUFFINI""",VTAA80103R,SCUOLA INFANZIA DI ISCHIA DI C.,VIA SALVO D'ACQUISTO SNC,01010,SCUOLA INFANZIA
LAZIO,CERVETERI,ROMA,RMIS05700X,ENRICO MATTEI,RMRC057507,ENRICO MATTEI,VIA PAOLO BORSELLINO,00052,IST PROF PER I SERVIZI COMMERCIALI
LAZIO,CASSINO,FROSINONE,FRIC85400D,I.C. RITA LEVI MONTALCINI,FRAA85402B,"""MARIA GUALZETTI SARAGOSA""",CORSO SAN BASILIO,03040,SCUOLA INFANZIA
LAZIO,LARIANO,ROMA,RMIC8BR004,ISTITUTO COMPRENSIVO LARIANO,RMIC8BR004,ISTITUTO COMPRENSIVO LARIANO,VIA URBANO IV 3,00076,ISTITUTO COMPRENSIVO
LAZIO,FIUMICINO,ROMA,RMIC83800A,"I.C. ""C. COLOMBO""",RMAA838017,VIA DEI MITILI,VIA DEI MITILI,00054,SCUOLA INFANZIA
LAZIO,SORIANO NEL CIMINO,VITERBO,VTIC82200V,I.C. MONACI SORIANO NEL CIMINO,VTEE822011,SORIANO NEL CIMINO,VIALE E. MONACI 37,01038,SCUOLA PRIMARIA
LAZIO,SANTA MARINELLA,ROMA,RMIC8CA00G,I.C. PIAZZALE DELLA GIOVENTU 1,RMAA8CA03E,S. MARINELLA - VIGNACCE,VIA ABRUZZI 2,00058,SCUOLA INFANZIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC8DU00N,EDUARDO DE FILIPPO - VILLANOVA,RMAA8DU02G,IC E. DE FILIPPO- VILLANOVA,VIA MORELLI S.N.C.,00012,SCUOLA INFANZIA
LAZIO,CISTERNA DI LATINA,LATINA,LTIC80000R,"ISTITUTO COMPRENSIVO""L.CAETANI""",LTMM80001T,"SCUOLA MEDIA ""CAETANI""",PIAZZA UGO LA MALFA,04012,SCUOLA PRIMO GRADO
LAZIO,SEZZE,LATINA,LTIC82700R,IC PACIFICI SEZZE -BASSIANO,LTAA82702P,PIAGGE MARINE 8,VIA PIAGGE MARINE N 8 C/O PRIMARIA,04018,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8GF005,IC VIA DEL CALICE,RMMM8GF016,SMS VIA DELLA SETA,Non Disponibile,Non Disponibile,SCUOLA PRIMO GRADO
LAZIO,RIETI,RIETI,RIIC82100A,GIOVANNI PASCOLI,RIAA82104A,PIAZZA TEVERE,VIA ISONZO 87,02100,SCUOLA INFANZIA
LAZIO,FORANO,RIETI,RIIC80800X,FORUM NOVUM - TORRI IN SABINA,RIMM808033,"""DANTE ALIGHIERI""",VIA DEL PASSEGGIO 94,02044,SCUOLA PRIMO GRADO
LAZIO,GRADOLI,VITERBO,VTIC818007,I.C. ACQUAPENDENTE,VTAA818047,SCUOLA INFANZIA GRADOLI,VIA INDIPENDENZA,01010,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8E600X,IC ANTONIO MONTINARO,RMAA8E602T,VIA GIAQUINTO,VIA A.GIAQUINTO12,00169,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8CT007,I.C. VIA RUGANTINO 91,RMAA8CT036,VIA DELL'AIRONE,VIA DELL'AIRONE 38,00169,SCUOLA INFANZIA
LAZIO,SAN CESAREO,ROMA,RMIC8AE00N,SAN CESAREO - VIALE DEI CEDRI,RMMM8AE01P,PAVESE SAN CESAREO,VIA DEI CEDRI,00030,SCUOLA PRIMO GRADO
LAZIO,CERVETERI,ROMA,RMIS05700X,ENRICO MATTEI,RMRC05701V,PROF. PER I SERVIZI COMM. ENRICO MATTEI,VIA PAOLO BORSELLINO S.N.C.,00052,IST PROF PER I SERVIZI COMMERCIALI E TURISTICI
LAZIO,ROCCA PRIORA,ROMA,RMIC8AP00T,D. CAMBELLOTTI - SEDE CENTRALE,RMIC8AP00T,D. CAMBELLOTTI - SEDE CENTRALE,VIA DELLA PINETA 2,00079,ISTITUTO COMPRENSIVO
LAZIO,POMEZIA,ROMA,RMIS071006,IS VIA COPERNICO POMEZIA,RMIS071006,IS VIA COPERNICO POMEZIA,VIA COPERNICO N. 1,00071,ISTITUTO SUPERIORE
LAZIO,CISTERNA DI LATINA,LATINA,LTIC80000R,"ISTITUTO COMPRENSIVO""L.CAETANI""",LTAA80003Q,17 RUBBIA,VIA PLINIO IL VECCHIO,04012,SCUOLA INFANZIA
LAZIO,FIUMICINO,ROMA,RMIC8DH001,IC FREGENE -PASSOSCURO,RMEE8DH024,SAN GIUSTO,VIA PORTOVENERE 145,00054,SCUOLA PRIMARIA
LAZIO,APRILIA,LATINA,LTIC83100C,I.C. ZONA LEDA APRILIA,LTMM83101D,SCUOLA MEDIA ZONA LEDA APRILIA,VIA CARANO 4 D/E,04011,SCUOLA PRIMO GRADO
LAZIO,MONTEROTONDO,ROMA,RMIC88700G,LOREDANA CAMPANARI,RMEE88702P,RAGGIO DI SOLE,VIA MONTE PELMO SNC,00015,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC863003,IC VIA BACCANO,RMAA863032,VIA GIUSTINIANA,VIA GIUSTINIANA,00188,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8B5008,TULLIO DE MAURO,RMEE8B501A,SANTI,VIALE F. SANTI 65,00155,SCUOLA PRIMARIA
LAZIO,AMATRICE,RIETI,RIIC81100Q,I. OMNICOMPRENSIVO DI AMATRICE,RIIC81100Q,I. OMNICOMPRENSIVO DI AMATRICE,VIA SATURNINO MUZII 4,02012,ISTITUTO COMPRENSIVO
LAZIO,APRILIA,LATINA,LTMM14200R,CPIA 9,LTCT70100D,CPIA N.9 ( EX CTP 33),VIA RESPIGHI 4B,04011,CENTRO TERRITORIALE
LAZIO,CISTERNA DI LATINA,LATINA,LTIC839003,I.C. PLINIO IL VECCHIO,LTAA839021,CENA (CAPOLUOGO),VIA GUIDO D'AREZZO,04012,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8FF00E,IC POGGIALI-SPIZZICHINO,RMEE8FF04Q,RAIMONDI,VIALE C.T. ODESCALCHI 71,00147,SCUOLA PRIMARIA
LAZIO,ANGUILLARA SABAZIA,ROMA,RMIC87200T,S. FRANCESCO,RMIC87200T,S. FRANCESCO,VIA S. FRANCESCO 271,00061,ISTITUTO COMPRENSIVO
LAZIO,FROSINONE,FROSINONE,FRIC84700A,I.C. 2^ FROSINONE,FRAA847028,FROSINONE GIOVANNI XXIII,VIA LICINIO REFICE,03100,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8EB00L,I.C. SINOPOLI-FERRINI,RMIC8EB00L,I.C. SINOPOLI-FERRINI,VIA PIETRO MASCAGNI 172,00199,ISTITUTO COMPRENSIVO
LAZIO,CIAMPINO,ROMA,RMIC8A000E,LEONARDO DA VINCI,RMAA8A004E,CIAMPINO ACQUACETOSA,VIA ACQUACETOSA N. 14,00043,SCUOLA INFANZIA
LAZIO,ARDEA,ROMA,RMIC8DA006,IC ARDEA II,RMEE8DA03A,VIA TANARO - PLESSO NUOVO,VIA TANARO S.N.C.,00040,SCUOLA PRIMARIA
LAZIO,MARANO EQUO,ROMA,RMIC8DZ00R,IC SUBIACO,RMEE8DZ064,MARANO EQUO,VIA MAZZINI,00020,SCUOLA PRIMARIA
LAZIO,CIAMPINO,ROMA,RMMM67300X,CPIA 4,RMCT725005,C.T.P. 26,VIA MURA DEI FRANCESI 174,00043,CENTRO TERRITORIALE
LAZIO,ANZIO,ROMA,RMIC8C600P,IC ANZIO V,RMIC8C600P,IC ANZIO V,VIA GOLDONI 12,00042,ISTITUTO COMPRENSIVO
LAZIO,LATINA,LATINA,LTIC84900N,I.C. N. 12 - BORGO FAITI,LTAA84901E,CITTA' DI LATINA,VIA MIGLIARA 43 S.N.C.,04010,SCUOLA INFANZIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC8AH005,GIUSEPPE GARIBALDI,RMIC8AH005,GIUSEPPE GARIBALDI,VIA CARLO TODINI 56,00012,ISTITUTO COMPRENSIVO
LAZIO,FORMIA,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTAA818031,PIAZZETTA DELLE ERBE,VIA RUBINO,04023,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC86700A,"STATALE ""PUBLIO VIBIO MARIANO""",RMEE86703E,VIA SAN GODENZO,VIA SAN GODENZO 200,00189,SCUOLA PRIMARIA
LAZIO,FROSINONE,FROSINONE,FRIC86000R,I.C. 3^ FROSINONE,FRAA86003Q,FROSINONE VIA AMERICA LATINA,VIA AMERICA LATINA105,03100,SCUOLA INFANZIA
LAZIO,GENZANO DI ROMA,ROMA,RMIC8BA001,GIUSEPPE GARIBALDI,RMAA8BA02V,DE AMICIS,VIA DE AMICIS 2,00045,SCUOLA INFANZIA
LAZIO,TARQUINIA,VITERBO,VTIS001002,VINCENZO CARDARELLI,VTIS001002,VINCENZO CARDARELLI,STRADA PROV.LE PORTO CLEMENTINO SNC,01016,ISTITUTO SUPERIORE
LAZIO,FIUMICINO,ROMA,RMIC83800A,"I.C. ""C. COLOMBO""",RMMM83801B,COLOMBO,VIA DELL'IPPOCAMPO 41,00054,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8E5004,I.C. DONATELLO,RMIC8E5004,I.C. DONATELLO,VIA MILLET 21,00133,ISTITUTO COMPRENSIVO
LAZIO,ESPERIA,FROSINONE,FRIC80300L,I.C. ESPERIA,FRAA80304L,ESPERIA S.PIETRO,VIA SAN ROCCO,03045,SCUOLA INFANZIA
LAZIO,VELLETRI,ROMA,RMIC8F9002,I.C. VELLETRI CENTRO,RMMM8F9013,ANDREA VELLETRANO,VIALE REGINA MARGHERITA 33,00049,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8GV009,I.C. VIA S.C.DONATI,RMEE8GV04E,ALBERTO SORDI,VIA TAGGIA 70,00168,SCUOLA PRIMARIA
LAZIO,VALLEROTONDA,FROSINONE,FRIC857001,I.C. SANT'ELIA FIUMERAPIDO,FREE857035,VALLEROTONDA CAPOLUOGO - PRIMAR,PIAZZA MUNICIPIO,03040,SCUOLA PRIMARIA
LAZIO,SUTRI,VITERBO,VTIC81100C,I.C. ALDO MORO SUTRI,VTAA811019,SCUOLA INFANZIA SUTRI,VIALE G.MARCONI 30,01015,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC8B0005,G. PALLAVICINI,RMIC8B0005,G. PALLAVICINI,VIA DON PASQUINO BORGHI 165,00144,ISTITUTO COMPRENSIVO
LAZIO,FIUMICINO,ROMA,RMIC8DM00N,IC PORTO ROMANO,RMMM8DM01P,SMS PORTO ROMANO,VIA G. BIGNAMI 26,00054,SCUOLA PRIMO GRADO
LAZIO,CASSINO,FROSINONE,FRIC85400D,I.C. RITA LEVI MONTALCINI,FRIC85400D,I.C. RITA LEVI MONTALCINI,VIA XX SETTEMBRE 22,03043,ISTITUTO COMPRENSIVO
LAZIO,LARIANO,ROMA,RMIC8BR004,ISTITUTO COMPRENSIVO LARIANO,RMAA8BR011,GIANNI RODARI,PIAZA MARTIRI DELLA LIBERTA37,00076,SCUOLA INFANZIA
LAZIO,LATINA,LATINA,LTIS027001,IIS VITTORIO VENETO SALVEMINI,LTRI02701L,IPIA V.VENETO-SALVEMINI,Non Disponibile,Non Disponibile,IST PROF INDUSTRIA E ARTIGIANATO
LAZIO,SANTA MARINELLA,ROMA,RMIC8CA00G,I.C. PIAZZALE DELLA GIOVENTU 1,RMEE8CA03Q,S.MARINELLA - VIGNACCE,VIA CALABRIA 2,00058,SCUOLA PRIMARIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC8DU00N,EDUARDO DE FILIPPO - VILLANOVA,RMEE8DU01Q,VIA LA MARMORA - VILLANOVA,VIA LA MARMORA 35,00012,SCUOLA PRIMARIA
LAZIO,GUIDONIA MONTECELIO,ROMA,RMIC8AH005,GIUSEPPE GARIBALDI,RMMM8AH016,GIUSEPPE GARIBALDI,VIA CARLO TODINI SNC,00010,SCUOLA PRIMO GRADO
LAZIO,MONTEROTONDO,ROMA,RMIC88200C,MONTEROTONDO VIA BUOZZI,RMEE88201E,MONTEROTONDO - VIA BUOZZI,VIA B.BUOZZI 18,00015,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8GG001,IC PARCO DEGLI ACQUEDOTTI,RMMM8GG012,BELLINI VINCENZO,CIRC.NE TUSCOLANA 59/61,00174,SCUOLA PRIMO GRADO
LAZIO,CERVETERI,ROMA,RMIS05700X,ENRICO MATTEI,RMIS05700X,ENRICO MATTEI,VIA SETTEVENE PALO NUOVA S.N.C.,00052,ISTITUTO SUPERIORE
LAZIO,ROCCA DI PAPA,ROMA,RMIC8AQ00N,LEONIDA MONTANARI,RMMM8AQ01P,LEONIDA MONTANARI ROCCA DI PAPA,VIA C. BATTISTI 14,00040,SCUOLA PRIMO GRADO
LAZIO,SANTA MARINELLA,ROMA,RMIC8CA00G,I.C. PIAZZALE DELLA GIOVENTU 1,RMMM8CA01L,CARDUCCI,P.LE DELLA GIOVENTU' 1,00058,SCUOLA PRIMO GRADO
LAZIO,FIUMICINO,ROMA,RMIS072002,LEONARDO DA VINCI,RMPS07201C,VIA DI MACCARESE,VIA DI MACCARESE 38/40,00057,LICEO SCIENTIFICO
LAZIO,CISTERNA DI LATINA,LATINA,LTIC80000R,"ISTITUTO COMPRENSIVO""L.CAETANI""",LTIC80000R,"ISTITUTO COMPRENSIVO""L.CAETANI""",VIA VITTIME DEL TERRORISMO 31,04012,ISTITUTO COMPRENSIVO
LAZIO,MONTEROTONDO,ROMA,RMIC88700G,LOREDANA CAMPANARI,RMAA88702D,RAGGIO DI SOLE,VIA MONTE ARGENTARIO SNC,00015,SCUOLA INFANZIA
LAZIO,ROMA,ROMA,RMIC863003,IC VIA BACCANO,RMAA863054,VIA CONCESIO,VIA CONCESIO,00188,SCUOLA INFANZIA
LAZIO,ACCUMOLI,RIETI,RIIC81100Q,I. OMNICOMPRENSIVO DI AMATRICE,RIEE81101T,ACCUMOLI,VIALE DELLE RIMEMBRANZE,02011,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8EU008,I.C. VIA ANAGNI,RMEE8EU01A,TRILUSSA,VIA ANAGNI 48,00171,SCUOLA PRIMARIA
LAZIO,FIUMICINO,ROMA,RMIC8DH001,IC FREGENE -PASSOSCURO,RMEE8DH057,CENTRO CURE PALLIATIVE PED. OSP,VIA OROSEI 48,00054,SCUOLA PRIMARIA
LAZIO,SAN LORENZO NUOVO,VITERBO,VTIC818007,I.C. ACQUAPENDENTE,VTAA818069,SC. INF. S. LORENZO NUOVO,VIA DELL'OSPEDALE SNC,01020,SCUOLA INFANZIA
LAZIO,CISTERNA DI LATINA,LATINA,LTIC839003,I.C. PLINIO IL VECCHIO,LTAA83901X,VIA 1'MAGGIO,VIA 1'MAGGIO,04012,SCUOLA INFANZIA
LAZIO,ALATRI,FROSINONE,FRIC83700Q,ISTITUTO COMPRENSIVO 1 ALATRI,FRAA83703P,INFANZIA MADONNA DELLA SANITA',VIA MADONNA DELLA SANITA' 5/A,03011,SCUOLA INFANZIA
LAZIO,VENTOTENE,LATINA,LTIC818002,I.C. ALIGHIERI FORMIA-VENTOTENE,LTEE818025,SCUOLA PRIMARIA - VENTOTENE,VIA OLIVI,04020,SCUOLA PRIMARIA
LAZIO,BLERA,VITERBO,VTIC82300P,I.C. A. SCRIATTOLI VETRALLA,VTMM82304V,SCUOLA SEC. I BLERA,VIA UMBERTO 1,01010,SCUOLA PRIMO GRADO
LAZIO,ESPERIA,FROSINONE,FRIC80300L,I.C. ESPERIA,FRMM80301N,"S.M. ""S. CLINO ABATE"" ESPERIA",VIA SAN ROCCO 5,03045,SCUOLA PRIMO GRADO
LAZIO,ROMA,ROMA,RMIC8EB00L,I.C. SINOPOLI-FERRINI,RMAA8EB01D,VIA DI VILLA CHIGI,VIA DI VILLA CHIGI 22,00199,SCUOLA INFANZIA
LAZIO,MARINO,ROMA,RMIC8A100A,IC MARINO CENTRO,RMEE8A101C,SCUOLA PRIMARIA - S. PERTINI,VIA SANTA ROSA VENERINI,00047,SCUOLA PRIMARIA
LAZIO,FORMIA,LATINA,LTMM14300L,CPIA 10,LTMM14300L,CPIA 10,VIA VITRUVIO 47,04023,SCUOLA PRIMO GRADO
LAZIO,ARDEA,ROMA,RMIC8DA006,IC ARDEA II,RMAA8DA035,TSL - VIA CAMPO DI CARNE,VIA CAMPO DI CARNE SNC,00040,SCUOLA INFANZIA
LAZIO,ANGUILLARA SABAZIA,ROMA,RMIC87200T,S. FRANCESCO,RMAA87202Q,ANGUILLARA SABAZIA VIA VERDI1,VIA VERDI 1,00061,SCUOLA INFANZIA
LAZIO,FROSINONE,FROSINONE,FRIC84700A,I.C. 2^ FROSINONE,FREE84703E,FROSINONE LA RINASCITA,VIALE SPAGNA,03100,SCUOLA PRIMARIA
LAZIO,ROMA,ROMA,RMIC8BK005,"I.C.S.""VIA TIBURTINA ANTICA25""",RMEE8BK06C,REP.ONC.UNIV.LA SAPIENZA,V.LE R.ELENA 324,00161,SCUOLA PRIMARIA
LAZIO,VELLETRI,ROMA,RMMM67400Q,CPIA 7 - ANNA MARIA LORENZETTO,RMEE714013,CARCERE DI VELLETRI,VIA CAMPO LEONE 97,00049,SCUOLA PRIMARIA
LAZIO,ANZIO,ROMA,RMIC8C600P,IC ANZIO V,RMEE8C601R,"""LEONARDO DA VINCI""",VIA DELLE TUBEROSE,00042,SCUOLA PRIMARIA
LAZIO,APRILIA,LATINA,LTIC83100C,I.C. ZONA LEDA APRILIA,LTAA831019,LOC. CARANO,VIA CARANO 4 D/E,04011,SCUOLA INFANZIA
LAZIO,LATINA,LATINA,LTIC84900N,I.C. N. 12 - BORGO FAITI,LTIC84900N,I.C. N. 12 - BORGO FAITI,VIA FRANGIPANE S.N.C.,04100,ISTITUTO COMPRENSIVO
LAZIO,TARQUINIA,VITERBO,VTIS001002,VINCENZO CARDARELLI,VTTD00150L,"""V. CARDARELLI"" CORSO SERALE - TARQUINIA",STRADA PROV.LE PORTO CLEMENTINO SNC,01016,ISTITUTO TECNICO COMMERCIALE
LAZIO,FIUMICINO,ROMA,RMIC83800A,"I.C. ""C. COLOMBO""",RMEE83802D,FOCENE,VIALE DI FOCENE298,00054,SCUOLA PRIMARIA
